ProjectID,ProjectAKA,OrganizationName,ProjectName,TargetPop,ProjectCountyServed,ProjectAreaServed,ProjectHours,ProjectTelNo,OrgLink,CoCCode,Addresses,City
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Pike,SSVF Washington Morgan Community Action,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Scioto,SSVF Washington Morgan Community Action,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Vinton,SSVF Washington Morgan Community Action,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1968,Washington Morgan Community Action Partnership,Washington - Morgan Counties CAP,Washington - Washington Morgan CAP - AP,Veterans,Washington,SSVF Washington Morgan Community Action,"Mon - Fri, 8:00am - 4:30pm",740-373-3745,<a href='http://www.wmcap.org/' target='_blank'>Washington Morgan Community Action Partnership</a><small> (#1968)</small>,OH-507,218 Putnam St.,"Marietta, OH 45750"
1969,GMN Tri-County Community Action Committee,G.M.N. TriCounty Community Action Committee,Noble - G.M.N. TriCounty CAC - AP,General,Noble,Homeless Planning Region 07,"Mon - Fri, 8:00am - 4:00pm",740-732-2388,<a href='https://gmntrico.org/' target='_blank'>GMN Tri-County Community Action Committee</a><small> (#1969)</small>,OH-507,615 North Street,"Caldwell, OH 43724"
1970,Salvation Army of Belmont County,The Salvation Army of Belmont County,Belmont - Salvation Army of Belmont County - Family Homeless Shelter - AP,General,Belmont,Homeless Planning Region 07,24/7,740-676-6225,<a href='https://neo.salvationarmy.org/northeastohio/bellaire' target='_blank'>Salvation Army of Belmont County</a><small> (#1970)</small>,OH-507,315 37th St,"Bellaire, OH 43906"
1970,Salvation Army of Belmont County,The Salvation Army of Belmont County,Belmont - Salvation Army of Belmont County - Family Homeless Shelter - AP,General,Guernsey,Homeless Planning Region 07,24/7,740-676-6225,<a href='https://neo.salvationarmy.org/northeastohio/bellaire' target='_blank'>Salvation Army of Belmont County</a><small> (#1970)</small>,OH-507,315 37th St,"Bellaire, OH 43906"
1970,Salvation Army of Belmont County,The Salvation Army of Belmont County,Belmont - Salvation Army of Belmont County - Family Homeless Shelter - AP,General,Monroe,Homeless Planning Region 07,24/7,740-676-6225,<a href='https://neo.salvationarmy.org/northeastohio/bellaire' target='_blank'>Salvation Army of Belmont County</a><small> (#1970)</small>,OH-507,315 37th St,"Bellaire, OH 43906"
1970,Salvation Army of Belmont County,The Salvation Army of Belmont County,Belmont - Salvation Army of Belmont County - Family Homeless Shelter - AP,General,Noble,Homeless Planning Region 07,24/7,740-676-6225,<a href='https://neo.salvationarmy.org/northeastohio/bellaire' target='_blank'>Salvation Army of Belmont County</a><small> (#1970)</small>,OH-507,315 37th St,"Bellaire, OH 43906"
1971,Bridges Community Action Partnership,Bridges Community Action Partnership,Madison - Bridges CAP - Homeless Assistance Grant - AP,General,Madison,Homeless Planning Region 10,"Mon - Thu, 8:00am - 4:00pm",740-852-3511,<a href='http://www.bridgescap.org' target='_blank'>Bridges Community Action Partnership</a><small> (#1971)</small>,OH-507,306 Lafayette Str,"London, OH 43140"
1972,Family Promise,Family Promise of Delaware County,Delaware - Family Promise of Delaware County - IHN - AP,General,Delaware,Homeless Planning Region 10,"Mon - Fri, 7:00am - 6:00pm",740-362-7817,<a href='http://www.familypromise-delawareohio.org/' target='_blank'>Family Promise</a><small> (#1972)</small>,OH-507,35 N. Washington St.,"Delaware, OH 43015"
1973,Salvation Army Delaware,The Salvation Army Columbus Area Services,Delaware - Salvation Army Columbus Area Services - AP,General,Delaware,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",845-620-7200,<a href='https://co.salvationarmy.org/centralohio/delaware-worship-community-center' target='_blank'>Salvation Army Delaware</a><small> (#1973)</small>,OH-507,340 Lake Street,"Delaware, OH 43015"
1974,The Salvation Army,The Salvation Army Columbus Area Services,Union - Salvation Army Columbus Area Services - AP,General,Madison,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",937-738-7604,<a href='https://www.salvationarmyusa.org/usn/' target='_blank'>The Salvation Army</a><small> (#1974)</small>,OH-507,232 N. Main St.,"Marysville, OH 43040"
1974,The Salvation Army,The Salvation Army Columbus Area Services,Union - Salvation Army Columbus Area Services - AP,General,Union,Homeless Planning Region 10,"Mon - Fri, 8:30am - 5:00pm",937-738-7604,<a href='https://www.salvationarmyusa.org/usn/' target='_blank'>The Salvation Army</a><small> (#1974)</small>,OH-507,232 N. Main St.,"Marysville, OH 43040"
1975,Findlay Hope House for the Homeless,"Findlay Hope House for the Homeless, Inc.",Hancock - Findlay Hope House for the Homeless - AP,General,Hancock,Homeless Planning Region 11,"Mon - Fri, 8:00am - 5:00pm",419-427-2848,<a href='https://findlayhopehouse.org/' target='_blank'>Findlay Hope House for the Homeless</a><small> (#1975)</small>,OH-507,1800 N. Blanchard Street,"Findlay, OH 45840"
1977,Hancock Hardin Wyandot Putnam County Action Commission,HHWP Community Action Commission,Hancock - HHWP Community Action Commission - AP,General,Hancock,Homeless Planning Region 11,"Mon - Fri, 8:00am - 5:00pm",419-423-3755 x700,<a href='http://www.hhwpcac.org/' target='_blank'>Hancock Hardin Wyandot Putnam County Action Commission</a><small> (#1977)</small>,OH-507,1637 Tiffin Ave,"Findlay, OH 45840"
1977,Hancock Hardin Wyandot Putnam County Action Commission,HHWP Community Action Commission,Hancock - HHWP Community Action Commission - AP,General,Hardin,Homeless Planning Region 11,"Mon - Fri, 8:00am - 5:00pm",419-423-3755 x700,<a href='http://www.hhwpcac.org/' target='_blank'>Hancock Hardin Wyandot Putnam County Action Commission</a><small> (#1977)</small>,OH-507,1637 Tiffin Ave,"Findlay, OH 45840"
1977,Hancock Hardin Wyandot Putnam County Action Commission,HHWP Community Action Commission,Hancock - HHWP Community Action Commission - AP,General,Putnam,Homeless Planning Region 11,"Mon - Fri, 8:00am - 5:00pm",419-423-3755 x700,<a href='http://www.hhwpcac.org/' target='_blank'>Hancock Hardin Wyandot Putnam County Action Commission</a><small> (#1977)</small>,OH-507,1637 Tiffin Ave,"Findlay, OH 45840"
1977,Hancock Hardin Wyandot Putnam County Action Commission,HHWP Community Action Commission,Hancock - HHWP Community Action Commission - AP,General,Wyandot,Homeless Planning Region 11,"Mon - Fri, 8:00am - 5:00pm",419-423-3755 x700,<a href='http://www.hhwpcac.org/' target='_blank'>Hancock Hardin Wyandot Putnam County Action Commission</a><small> (#1977)</small>,OH-507,1637 Tiffin Ave,"Findlay, OH 45840"
1978,Marion Shelter Program - Family Facility,"Marion Shelter Program, Inc.",Marion - Marion Shelter Program - AP,General,Crawford,Homeless Planning Region 11,8:00am - 11:00pm,740-387-4550,<a href='http://heartofohiohomelessshelter.org' target='_blank'>Marion Shelter Program - Family Facility</a><small> (#1978)</small>,OH-507,326 West Fairground Street,"Marion, OH 43302"
1978,Marion Shelter Program - Family Facility,"Marion Shelter Program, Inc.",Marion - Marion Shelter Program - AP,General,Marion,Homeless Planning Region 11,8:00am - 11:00pm,740-387-4550,<a href='http://heartofohiohomelessshelter.org' target='_blank'>Marion Shelter Program - Family Facility</a><small> (#1978)</small>,OH-507,326 West Fairground Street,"Marion, OH 43302"
1979,Marion Shelter Program - Men's Facility,"Marion Shelter Program, Inc.",zzMarion - Marion Shelter Program - Men's Facility - AP,General,Crawford,Homeless Planning Region 11,24/7,740-382-9600,<a href='http://heartofohiohomelessshelter.org/' target='_blank'>Marion Shelter Program - Men's Facility</a><small> (#1979)</small>,OH-507,365 East Fairground Street,"Marion, OH 43302"
1979,Marion Shelter Program - Men's Facility,"Marion Shelter Program, Inc.",zzMarion - Marion Shelter Program - Men's Facility - AP,General,Marion,Homeless Planning Region 11,24/7,740-382-9600,<a href='http://heartofohiohomelessshelter.org/' target='_blank'>Marion Shelter Program - Men's Facility</a><small> (#1979)</small>,OH-507,365 East Fairground Street,"Marion, OH 43302"
1981,Lima's Samaritan House,"Lima's Samaritan House, Inc.",Allen - Lima Samaritan House - AP,General,Allen,Homeless Planning Region 12,24/7,419-222-4663,<a href='http://samaritanhouselima.org/' target='_blank'>Lima's Samaritan House</a><small> (#1981)</small>,OH-507,328 W McKibben St,"Lima, OH 45801"
1982,West Ohio Community Action Partnership (WOCAP),West Ohio Community Action Partnership,Allen - West Ohio CAP - AP,General,Allen,Homeless Planning Region 12,"Mon - Fri, 8:00am - 5:00pm",419-227-2586,<a href='https://wocap.org/' target='_blank'>West Ohio Community Action Partnership (WOCAP)</a><small> (#1982)</small>,OH-507,540 S. Central Ave.,"Lima, OH 45804"
1984,Residential Administrators,"Residential Administrators, Inc.","Logan - Residential Administrators, Inc. - AP",General,Logan,Homeless Planning Region 13,24/7,937-465-1045,<a href='http://www.resadmin.org/' target='_blank'>Residential Administrators</a><small> (#1984)</small>,OH-507,123 N. Detroit Street,"West Liberty, OH 43357"
1986,Greater Cincinnati Behavioral Health Services,Greater Cincinnati Behavioral Health Services,Clermont - GCBHS - AP,General,Clermont,Homeless Planning Region 14,"Mon - Fri, 7:30am - 4:30pm",513-947-7124,<a href='https://www.gcbhs.com/' target='_blank'>Greater Cincinnati Behavioral Health Services</a><small> (#1986)</small>,OH-507,43 E Main St,"Amelia, OH 45102"
1987,Hope House Rescue Mission - Center of Hope,"Hope House Rescue Mission, Inc.",Butler - Hope House Rescue Mission - Center of Hope - AP,General,Butler,Homeless Planning Region 14,Phone 24/7,513-217-5056,<a href='https://hhmission.org' target='_blank'>Hope House Rescue Mission - Center of Hope</a><small> (#1987)</small>,OH-507,1300 Girard Ave,"Middletown, OH 45044"
1988,Hope House Mission Shelter for Men,"Hope House Rescue Mission, Inc.",Butler - Hope House Rescue Mission - Hope House - AP,General,Butler,Homeless Planning Region 14,24/7,513-424-4673,<a href='https://hhmission.org/shelter/shelter-men/' target='_blank'>Hope House Mission Shelter for Men</a><small> (#1988)</small>,OH-507,34 South Main Street,"Middletown, OH 45044"
1989,House of Peace Domestic Violence Shelter,YWCA of Greater Cincinnati,Clermont - YWCA of Greater Cincinnati - House of Peace - DV - AP,General,Clermont,Homeless Planning Region 14,24/7,513-753-7281,<a href='https://www.ywcacincinnati.org/' target='_blank'>House of Peace Domestic Violence Shelter</a><small> (#1989)</small>,OH-507,NA,"Batavia, OH 45103"
1990,Interfaith Hospitality Network of Warren County,Interfaith Hospitality Network of Warren County,Warren - IHN of Warren County - AP,General,Warren,Homeless Planning Region 14,"Mon - Fri, 8:00am - 5:00pm",513-934-5250,<a href='https://www.ihnwc.org/' target='_blank'>Interfaith Hospitality Network of Warren County</a><small> (#1990)</small>,OH-507,203 E. Warren St.,"Lebanon, OH 45036"
1991,James Sauls Homeless Shelter,"Clermont County Community Services, Inc.",Clermont - Clermont County Community Services - James Sauls - AP,General,Clermont,Homeless Planning Region 14,"Mon - Fri, 7:00am - 5:30pm",513-732-6464,<a href='http://www.cccsi.org/shelter.html' target='_blank'>James Sauls Homeless Shelter</a><small> (#1991)</small>,OH-507,2403 Old St. Rt 32,"Batavia, OH 45103"
1992,Talbert House,Talbert House,Butler - Talbert House - AP,Veterans,Butler,Homeless Planning Region 14,"Mon - Fri, 8:30am - 4:00pm, Care Line 24/7",513-338-8596,<a href='https://www.talberthouse.org' target='_blank'>Talbert House</a><small> (#1992)</small>,OH-507,2621 Victory Parkway,"Cincinnati, OH 45206"
1992,Talbert House,Talbert House,Butler - Talbert House - AP,Veterans,Clermont,Homeless Planning Region 14,"Mon - Fri, 8:30am - 4:00pm, Care Line 24/7",513-338-8596,<a href='https://www.talberthouse.org' target='_blank'>Talbert House</a><small> (#1992)</small>,OH-507,2621 Victory Parkway,"Cincinnati, OH 45206"
1992,Talbert House,Talbert House,Butler - Talbert House - AP,Veterans,Warren,Homeless Planning Region 14,"Mon - Fri, 8:30am - 4:00pm, Care Line 24/7",513-338-8596,<a href='https://www.talberthouse.org' target='_blank'>Talbert House</a><small> (#1992)</small>,OH-507,2621 Victory Parkway,"Cincinnati, OH 45206"
1992,Talbert House,Talbert House,Butler - Talbert House - AP,Veterans,Butler,SSVF Talbert House,"Mon - Fri, 8:30am - 4:00pm, Care Line 24/7",513-338-8596,<a href='https://www.talberthouse.org' target='_blank'>Talbert House</a><small> (#1992)</small>,OH-507,2621 Victory Parkway,"Cincinnati, OH 45206"
1992,Talbert House,Talbert House,Butler - Talbert House - AP,Veterans,Clermont,SSVF Talbert House,"Mon - Fri, 8:30am - 4:00pm, Care Line 24/7",513-338-8596,<a href='https://www.talberthouse.org' target='_blank'>Talbert House</a><small> (#1992)</small>,OH-507,2621 Victory Parkway,"Cincinnati, OH 45206"
1992,Talbert House,Talbert House,Butler - Talbert House - AP,Veterans,Warren,SSVF Talbert House,"Mon - Fri, 8:30am - 4:00pm, Care Line 24/7",513-338-8596,<a href='https://www.talberthouse.org' target='_blank'>Talbert House</a><small> (#1992)</small>,OH-507,2621 Victory Parkway,"Cincinnati, OH 45206"
1993,Warren Metropolitan Housing Authority,Warren Metropolitan Housing Authority,Warren - Warren MHA - Transitions - AP,General,Warren,Homeless Planning Region 14,"Mon - Fri, 8:30am - 12:30pm, 1:30pm - 4:30pm",513-695-3380,<a href='http://warrenmha.org' target='_blank'>Warren Metropolitan Housing Authority</a><small> (#1993)</small>,OH-507,990 E Ridge Dr,"Lebanon, OH 45036"
1994,Interfaith Hospitality Network,Interfaith Hospitality Network of Springfield,Clark - IHN of Clark County - AP,General,Clark,Homeless Planning Region 15,24/7,937-325-8154,<a href='https://theihn.com/' target='_blank'>Interfaith Hospitality Network</a><small> (#1994)</small>,OH-507,501 W. High St.,"Springfield, OH 45506"
1995,Interfaith Hospitality Network of Greene County,Interfaith Hospitality Network of Greene County,Greene - IHN of Greene County - Churches - AP,General,Greene,Homeless Planning Region 15,"Mon - Fri, 8:00am - 5:00pm",937-372-0705,<a href='http://ihnofgreeneco.org/' target='_blank'>Interfaith Hospitality Network of Greene County</a><small> (#1995)</small>,OH-507,124 South Detroit Street,"Xenia, OH 45385"
1996,Miami Valley Community Action Partnership,Miami Valley Community Action Partnership,Greene - Miami Valley Community Action Partnership - AP,General,Greene,Homeless Planning Region 15,"Mon - Fri, 8:00am - 4:30pm",937-376-7747,<a href='https://miamivalleycap.org/' target='_blank'>Miami Valley Community Action Partnership</a><small> (#1996)</small>,OH-507,1080 E Main St,"Xenia, OH 45385"
1997,Clinton County Services for the Homeless,Community Action Commission of Fayette County,Clinton - Clinton County Services for the Homeless - AP,General,Clinton,Homeless Planning Region 16,24/7,937-382-6272,<a href='http://www.clintoncountyhomelessshelter.org/' target='_blank'>Clinton County Services for the Homeless</a><small> (#1997)</small>,OH-507,36 Gallup Street,"Wilmington, OH 45177"
1999,Community Action Commission of Fayette County - Fayette Landing,Community Action Commission of Fayette County,Fayette - CAC of Fayette County - Fayette Landing - AP,General,Fayette,Homeless Planning Region 16,"Mon - Fri, 8:00am - 4:30pm",740-636-1374,<a href='https://www.cacfayettecounty.org/' target='_blank'>Community Action Commission of Fayette County - Fayette Landing</a><small> (#1999)</small>,OH-507,719 Rawlings St,"Washington Court House, OH 43160"
